Warranty Claim,Transaction Type,Transaction Description,Posting Date,Registration Number,Registration Date,Currency,Settlement Number,Settlement Date,Status,Serial Number,Customer Name,Sales Office,Area,Region,Service Order,Job Control,Claim Class,Invoiced Parts,Invoiced Labor,Invoiced Travel,Invoiced Vehicle,Invoiced Misc,Invoiced Total,Expected Settle Parts,Expected Settle Labor,Expected Settle Travel,Expected Settle Vehicle,Expected Settle Misc,Claimed Parts,Claimed Labor,Claimed Travel,Claimed Vehicle,Claimed Misc,Claimed Total,Settled Total
0073094361,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U1840,5/6/2020,USD,C86SC 157831,5/7/2020,Closed,KDP00439,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203826,2X,G11,81.44,379.33,42.68,0.00,530.06,"1,033.51",81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094362,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U1852,5/6/2020,USD,C86SC 157433,5/6/2020,Closed,KDP00716,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600202659,2X,G11,145.94,379.33,42.68,0.00,530.06,"1,098.01",145.94,109.95,0.00,0.00,300.00,116.47,121.80,0.00,0.00,300.00,577.64,577.64
0073094363,YW01,EXCT62012_INSPECTING MAINFRAME_PI33164,5/6/2020,L8U1853,5/6/2020,USD,C86SC 157835,5/7/2020,Closed,DNR00150,PT. BUKIT MAKMUR MANDIRI UTAMA,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600214137,2X,G13,0.00,48.72,0.00,0.00,0.00,48.72,0.00,48.72,0.00,0.00,0.00,0.00,48.72,0.00,0.00,0.00,48.72,48.72
0073094364,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U1859,5/6/2020,USD,C86SC 157435,5/6/2020,Closed,KDP00743,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600202684,2X,G11,145.94,181.42,42.68,0.00,530.06,900.10,145.94,109.95,0.00,0.00,300.00,116.47,121.80,0.00,0.00,300.00,577.64,577.64
0073094365,YW01,EXCT62013_INSPECTING MAINFRAME_PI33164,5/6/2020,L8U1861,5/6/2020,USD,C86SC 157837,5/7/2020,Pending,DNR00152,PT. BUKIT MAKMUR MANDIRI UTAMA,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600214138,2X,G13,0.00,60.90,0.00,0.00,0.00,60.90,0.00,60.90,0.00,0.00,0.00,0.00,60.90,0.00,0.00,0.00,60.90,48.72
0073094366,YW01,"BGN_WTY_TR5011_Replace Thermostat,,",5/6/2020,,,USD,,,Created,APX01742,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600191968,2W,G27,211.26,87.96,0.00,0.00,4.27,303.49,211.26,0.00,0.00,0.00,4.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094367,YW01,J21Z PS46527-Rework left cab door,5/6/2020,L8U1882,5/6/2020,USD,C86SC 157462,5/6/2020,Closed,KDP00704,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600202741,2X,G11,145.94,225.40,42.68,0.00,530.06,944.08,145.94,109.95,0.00,0.00,300.00,116.47,121.80,0.00,0.00,300.00,577.64,577.64
0073094368,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U1894,5/6/2020,USD,C86SC 157468,5/6/2020,Closed,KDP00741,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600202813,2X,G11,81.44,225.40,42.68,0.00,530.06,879.58,81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094369,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U1902,5/6/2020,USD,C86SC 157472,5/6/2020,Closed,KDP00714,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600202883,2X,G11,81.44,225.40,42.68,0.00,530.06,879.58,81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094370,YW01,J21Z PS46527-Reworking cab door DT434,5/6/2020,L8U1912,5/6/2020,USD,C86SC 157864,5/7/2020,Closed,KDP00664,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203059,2X,G11,81.44,159.43,42.68,0.00,530.06,813.61,81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094371,YW01,J21Z PS46527-Reworking cab door DT454,5/6/2020,L8U1921,5/6/2020,USD,C86SC 157475,5/6/2020,Closed,KDP00717,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203060,2X,G11,81.44,225.40,42.68,0.00,530.06,879.58,81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094372,YW01,J197_AIR STARTING REGULATOR LEAKING,5/6/2020,L8U1959,5/6/2020,USD,C86SC 157879,5/7/2020,Closed,AX200230,NAVTECH MARINE SERVICES,0A11,JAVA,BATAM,8600206770,2W,E03,"1,022.09",43.98,42.68,0.00,79.52,"1,188.27","1,022.09",43.98,0.00,0.00,0.00,"1,122.81",48.72,0.00,0.00,0.00,"1,351.40","1,351.40"
0073094377,YW01,RBD_RD4559 Transmission Perform LS44045,5/6/2020,,,USD,,,Created,3F601137,PT. THIESS CONTRACTORS INDONESIA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600174796,2X,G21,"7,012.66","3,947.21",0.00,0.00,237.00,"11,196.87","7,012.66","3,947.21",0.00,0.00,237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094373,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U1967,5/6/2020,USD,C86SC 157881,5/7/2020,Closed,KDP00662,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203096,2X,G11,81.44,225.40,42.68,0.00,530.06,879.58,81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094374,YW01,J183_70Replcng swing drive 6020b h,5/6/2020,L8U1996,5/6/2020,USD,C86SC 157888,5/7/2020,Closed,DNR00123,PT. BUKIT MAKMUR MANDIRI UTAMA,0G70,NORTHERN KALIMANTAN,BALIKPAPAN,8500087507,1X,G11,"43,289.69",901.59,0.00,0.00,21.38,"44,212.66",0.00,109.95,0.00,0.00,0.00,0.00,487.20,0.00,0.00,0.00,487.20,121.80
0073094375,YW01,J21Z PS46527-Reworking cab door DT541,5/6/2020,L8U1990,5/6/2020,USD,C86SC 157503,5/6/2020,Closed,KDP01248,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203137,2X,G11,81.44,159.43,42.68,0.00,530.06,813.61,81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094376,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U2000,5/6/2020,USD,,,Registered,KDP01268,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203304,2X,G11,81.44,225.40,42.68,0.00,530.06,879.58,81.44,109.95,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094378,YW01,J21Z PS46527 Rework cab door DT368,5/6/2020,L8U2005,5/6/2020,USD,C86SC 157891,5/7/2020,Closed,KDP00438,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203442,2X,G11,145.94,577.24,42.68,0.00,530.06,"1,295.92",145.94,109.95,0.00,0.00,300.00,116.47,121.80,0.00,0.00,300.00,577.64,577.64
0073094379,YW01,J21Z PS46527-Rework cab door DT474,5/6/2020,L8U2012,5/6/2020,USD,C86SC 157513,5/6/2020,Closed,KDP00745,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203483,2X,G11,81.44,181.42,42.68,0.00,530.06,835.60,81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094390,YW01,J21Z PS46527 Rework cab door DT488,5/6/2020,L8U2016,5/6/2020,USD,C86SC 157515,5/6/2020,Closed,KDP00733,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203508,2X,G11,81.44,181.42,42.68,0.00,530.06,835.60,81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094391,YW01,J192 - ZBT10796-WTY_Swing Break Solenoid,5/6/2020,L8U2635,5/8/2020,USD,,,Registered,ZBT10796,INTERNAL TRAKINDO TU,0A37,SOUTHERN KALIMANTAN,PONTIANAK,8600209354,2W,G07,171.54,175.92,170.72,0.00,174.59,692.77,171.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094392,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U2022,5/6/2020,USD,,,Registered,KDP00432,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203661,2X,G11,81.44,225.40,42.68,0.00,530.06,879.58,81.44,109.95,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094393,YW01,J21Z PS46527-Reworking cab door DT485,5/6/2020,L8U2026,5/6/2020,USD,C86SC 157522,5/6/2020,Closed,KDP00730,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600203822,2X,G11,81.44,159.43,42.68,0.00,530.06,813.61,81.44,109.95,0.00,0.00,300.00,64.87,121.80,0.00,0.00,300.00,508.60,508.60
0073094398,YW01,NC-LO Inspection V belt cut-off,5/7/2020,,,USD,NC-LONURWAHYUDI,5/7/2020,In Process,SZN20201,PT. TONIA MITRA SEJAHTERA,0B51,EAST INDONESIA,MAKASAR,8600199578,2W,G23,0.00,87.96,426.80,0.00,29.30,544.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094399,YW01,Replace Water Pump (Warranty),5/7/2020,L8U2429,5/7/2020,USD,,,Registered,ZAL00362,PT. SUMBERDAYA SEWATAMA,0B47,EAST INDONESIA,MAKASAR,8600197362,2W,E13,"1,241.14",65.97,42.68,0.00,83.05,"1,432.84","1,241.14",65.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094470,YW01,Side Cutter Broken.,5/7/2020,L8U2433,5/7/2020,USD,C86SC 158005,5/7/2020,Closed,YBP00521,CV. SEMOGA JAYA,0B47,EAST INDONESIA,MAKASAR,8600177489,2W,G07,518.00,43.98,85.36,0.00,199.92,847.26,518.00,0.00,0.00,0.00,0.00,418.41,0.00,0.00,0.00,0.00,517.99,517.99
0073094471,YW01,GDW repair/reseal recoil spring,5/7/2020,,,USD,,,Created,ZBT00214,DEWA PUTU TILEM,0B47,EAST INDONESIA,MAKASAR,8600198503,2G,G21,101.36,351.84,170.72,0.00,139.12,763.04,101.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094472,YW01,EXCT61009_Replace Bucket Cylinder,5/8/2020,,,USD,,,Created,WSN00116,PT. BUKIT MAKMUR MANDIRI UTAMA,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600199616,2X,G23,"1,670.38",0.00,0.00,0.00,0.00,"1,670.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094473,YW01,TR3250_TS & RECONDITION DIFFERENTIAL.,5/8/2020,,,USD,,,In Process,KDP00307,PT. MADHANI TALATAH NUSANTARA,0F63,SUMATERA,PALEMBANG,8500086561,1G,G21,"10,871.21","3,540.39",0.00,0.00,263.40,"14,675.00","4,304.38","2,465.96",0.00,0.00,17.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094474,YW01,J218_SCC-0G32-WRMU-MACHINE-REP CYLINDER:,5/8/2020,L8U2784,5/8/2020,USD,,,Registered,MES10112,PT. INTAN PERMATA SEJATI,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600199174,2W,G07,375.74,571.74,21.34,0.00,758.66,"1,727.48",375.74,0.00,0.00,0.00,361.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
